,0
1221,"[array([-5.7661188e+02,  4.1392681e+01, -1.7155254e+01,  6.9869413e+00,
       -9.1223907e+00, -3.6644428e+00, -2.0467916e+01, -3.5725749e+00,
       -1.4322601e+01,  2.7621531e+00, -1.0094601e+01, -6.6617579e+00,
       -2.7472773e+00, -7.6542902e+00, -2.9029334e+00, -5.4205451e+00,
       -9.1487207e+00, -1.6159152e+00, -7.0051847e+00, -4.8698301e+00,
       -6.0759907e+00, -3.6048329e+00, -7.1628203e+00, -3.4466105e+00,
       -5.3099246e+00,  4.0375912e-01, -4.4252065e-01,  3.1257713e+00,
        4.2136102e+00,  3.1240160e+00,  4.2821445e+00,  3.3827507e+00,
        3.4430528e+00,  4.9781604e+00,  5.4275432e+00,  5.7403560e+00,
        4.4510980e+00,  2.8783798e+00,  9.3543518e-01,  2.2112322e+00],
      dtype=float32), 7, 'disgust']"
1222,"[array([-5.7131976e+02,  4.8731499e+01, -3.7976067e+00,  9.7279778e+00,
       -9.6978956e-01,  4.5680885e+00, -1.0399460e+01, -2.8385708e+00,
       -1.4092964e+01, -3.4927742e+00, -4.9676447e+00, -3.8463669e+00,
       -7.2140803e+00, -7.6454103e-01, -6.0674853e+00,  9.8117900e-01,
       -6.0554967e+00, -1.5121243e+00, -5.7765508e+00, -3.3824637e+00,
       -6.7875576e+00, -2.0279572e+00, -4.8764329e+00, -4.8889661e+00,
       -5.4320226e+00, -2.4756911e+00, -4.5342526e+00, -2.6109483e+00,
       -3.3155107e+00, -1.5602233e+00, -8.3469766e-01,  3.4415454e-01,
       -3.2385173e-01, -7.1016228e-01, -1.2490804e+00, -5.9084892e-01,
       -4.2010787e-01,  6.3016337e-01,  1.0536900e+00,  9.3105906e-01],
      dtype=float32), 7, 'disgust']"
1223,"[array([-5.1339197e+02,  3.5304344e+01, -2.7528683e+01, -1.5734023e+00,
       -1.9190140e+01, -7.9956222e+00, -1.8173841e+01, -1.1630806e+01,
       -8.9214325e+00, -4.0405500e-01, -1.0451319e+01,  5.1333618e-01,
       -8.9508400e+00, -2.9351754e+00, -5.1826510e+00, -6.2979078e+00,
       -8.2575483e+00, -5.3612914e+00, -6.5447903e+00, -4.5300385e-01,
        8.1698310e-01,  1.2807306e+00,  2.0825853e+00,  1.8084821e+00,
       -2.4507383e-01,  9.4536310e-01,  7.9839754e-01,  3.5403500e+00,
        4.0123038e+00,  3.2736123e+00,  2.8158052e+00,  1.4602798e+00,
       -7.7443022e-01,  6.5572459e-01,  9.3652159e-01,  1.3767252e+00,
       -5.1472479e-01, -2.6468444e+00, -2.2704148e+00,  3.3958077e-01],
      dtype=float32), 7, 'disgust']"
1224,"[array([-5.0389584e+02,  4.6516312e+01, -5.2048011e+00,  3.6346993e+00,
       -7.9943357e+00,  1.9574937e+00, -1.7072121e+01, -1.2035768e+01,
       -1.1504045e+01, -2.6641603e+00, -9.0967236e+00, -3.7578578e+00,
       -9.1501608e+00, -4.7333198e+00, -6.7198362e+00,  3.0839238e-01,
       -8.6467133e+00, -2.1599884e+00, -4.4516225e+00, -3.0770974e+00,
       -6.1876526e+00, -3.0976574e+00, -3.8168690e+00, -3.8056011e+00,
       -4.3314934e+00, -1.8289276e+00, -3.8063738e+00, -7.3155755e-01,
       -9.6255512e-04,  1.3307155e+00,  1.2403849e+00,  8.7119758e-01,
       -1.4733528e-01, -4.6885476e-01,  4.2571715e-01,  2.3724191e+00,
        9.5712578e-01, -3.6940458e-01, -3.7919936e-01, -1.0970247e+00],
      dtype=float32), 7, 'disgust']"
1225,"[array([-5.6083710e+02,  5.0168743e+01, -1.9705780e+01,  4.8572059e+00,
       -1.4152936e+01, -1.8064129e+00, -1.4607023e+01, -1.0531888e+01,
       -8.8308258e+00,  1.8422843e+00, -1.0997461e+01,  3.0246694e+00,
       -1.1034261e+01,  1.7361632e-01, -5.5444832e+00, -4.5315919e+00,
       -1.2183667e+00, -4.2262301e+00, -7.4396749e+00, -2.9180937e+00,
       -4.9727039e+00, -4.2420816e+00, -4.3650484e+00, -2.1686332e+00,
       -3.9504337e+00, -1.6255784e-01,  2.6960785e+00,  3.3573296e+00,
        4.2287312e+00,  5.6125131e+00,  6.0083599e+00,  8.0706978e+00,
        5.1620922e+00,  4.5222259e+00,  2.3423297e+00,  9.2305791e-01,
        1.3694838e+00,  1.2168537e+00,  7.6693130e-01,  4.7921315e-01],
      dtype=float32), 7, 'disgust']"
1226,"[array([-4.4875146e+02,  5.6629780e+01, -1.7911781e+01,  1.0374140e+01,
       -1.6417654e+01,  2.4530535e+00, -2.0552382e+01, -3.0387149e+00,
       -1.4999928e+01, -3.9648013e+00, -9.4243364e+00,  3.3438343e-01,
       -9.7923985e+00, -4.8312035e+00, -3.8535960e+00, -4.5917068e+00,
       -8.9253387e+00, -2.8095727e+00, -4.7044463e+00, -5.8275132e+00,
       -6.8741417e+00, -7.5075979e+00, -6.5358233e+00, -4.8235741e+00,
       -6.9974923e+00, -4.8340082e-01, -1.7921369e+00,  1.6571252e-01,
        2.0189317e-01,  3.4015498e+00,  7.3055017e-01,  7.2391473e-02,
       -1.1061391e-01,  2.0332358e+00,  1.0394765e+00,  2.2679508e+00,
       -1.4694114e+00, -1.8809202e+00, -1.8913195e+00, -7.9115915e-01],
      dtype=float32), 7, 'disgust']"
1227,"[array([-5.3135352e+02,  3.3014843e+01, -1.4487424e+01, -1.0668874e+00,
       -1.5355449e+01, -4.7209382e+00, -1.6299721e+01, -1.3135248e+01,
       -1.6736950e+01, -9.5204395e-01, -1.1891172e+01, -7.0228844e+00,
       -7.6865635e+00, -2.3713200e+00, -1.3492828e+01, -1.1048733e+00,
       -5.1786995e+00, -1.9028001e+00, -2.5974369e-01,  5.8849998e+00,
        2.2575469e+00,  5.6350451e+00, -6.7450851e-02,  4.9789362e+00,
        1.4417316e+00,  7.9541677e-01, -2.1528389e+00, -1.8983985e+00,
        1.9415454e+00,  2.2794893e+00,  4.7862402e-01, -2.4382284e-01,
       -1.3818804e+00,  1.4471559e-02,  3.1232467e-01,  7.4623954e-01,
       -1.3077779e-01,  3.1988391e-01,  1.1234835e+00, -7.6078302e-01],
      dtype=float32), 7, 'disgust']"
1228,"[array([-6.2538751e+02,  8.8687401e+01,  5.0988650e+00,  1.9014551e+01,
       -1.2431140e+01, -2.0555954e+00, -9.2841320e+00,  1.4118048e+00,
       -7.0717502e+00,  1.2563386e+00, -7.6252103e+00,  8.2316074e+00,
       -3.5911756e+00,  9.3438411e-01, -9.7525126e-01,  2.9799175e+00,
       -6.3665299e+00, -3.5357368e+00, -2.1265275e+00,  6.9973499e-01,
       -3.9079781e+00,  8.9039552e-01, -3.6294534e+00, -1.7202445e+00,
       -1.3487339e+00,  3.7839224e+00, -3.4982350e+00,  1.7714652e+00,
       -5.5989861e-01,  2.6402587e-01, -6.2935032e-02, -4.2611092e-01,
       -3.8974988e-01,  2.1027722e+00,  3.0122593e-01, -2.7265584e-01,
       -1.0550325e+00, -5.3075212e-01,  7.1464413e-01,  1.4206591e+00],
      dtype=float32), 7, 'disgust']"
1229,"[array([-6.4855225e+02,  5.3036263e+01, -1.3249936e+00,  6.7991104e+00,
       -4.9771266e+00, -3.0335495e+00, -1.0692429e+01,  1.8455811e+00,
       -4.2262883e+00,  5.4557018e+00, -1.9073117e+00,  6.5208173e+00,
       -1.5091290e+00,  2.5041466e+00,  3.6312255e-01,  1.9734183e-01,
       -9.4212556e-01, -8.8580507e-01, -4.4500022e+00, -4.5008388e+00,
       -2.2764446e-01,  2.1454682e+00,  4.6253891e+00,  1.0972583e+01,
        1.3180787e+01,  1.2476257e+01,  9.4835768e+00,  7.3066773e+00,
        2.0032125e+00,  5.2967520e+00,  5.1693926e+00,  6.8532963e+00,
        3.9052801e+00,  4.0434842e+00,  1.2659683e+00,  2.4731846e+00,
        2.0791464e+00,  3.7774184e+00,  1.9136986e+00,  4.3706915e-01],
      dtype=float32), 7, 'disgust']"
1230,"[array([-5.8891833e+02,  5.7347996e+01,  1.2549044e+01,  2.1744658e+01,
       -1.7380425e+00, -5.3142505e+00, -1.0135811e+01,  4.5938358e+00,
       -1.3003676e+01, -3.0473557e+00, -5.2706723e+00, -1.1124634e+00,
       -6.8111053e+00,  1.5538459e+00, -8.6407814e+00,  3.2710168e+00,
       -9.7303677e+00,  5.8236593e-01, -5.1158056e+00, -5.0019975e+00,
       -7.9054155e+00, -8.8654512e-01, -7.7332683e+00, -3.1201279e+00,
       -4.5344439e+00, -3.8106582e-01, -4.7998452e+00,  1.4075974e+00,
       -3.9324844e+00, -1.2318904e+00, -2.4370322e+00,  1.1998984e+00,
        1.7265288e+00,  1.5460865e+00,  4.2007357e-01, -1.0032619e+00,
       -1.7315850e+00, -7.3726910e-01,  8.0698633e-01,  9.2662108e-01],
      dtype=float32), 7, 'disgust']"
1231,"[array([-6.3086108e+02,  5.1284824e+01,  7.6639776e+00,  1.5693684e+01,
        1.0186057e+00, -1.0874175e+00, -7.7029314e+00, -4.0669374e+00,
       -4.1564074e+00,  1.8902246e+00, -6.3710976e+00,  6.7279015e+00,
       -5.5838652e+00,  6.1294389e-01, -3.6428986e+00, -3.8933930e-01,
       -1.6904107e+00,  2.0980358e+00, -1.3541278e+00,  1.4741741e+00,
       -2.6124253e+00, -8.3317703e-01, -7.7783525e-01,  4.3245208e-01,
        5.8679491e-01,  1.2407771e-02,  2.0192768e-02,  2.2786260e+00,
        3.4351931e+00,  4.9512653e+00,  5.5257339e+00,  6.5231056e+00,
        6.4170098e+00,  7.6892705e+00,  6.2344451e+00,  5.1543698e+00,
        2.8449638e+00,  3.9586043e+00,  3.1916571e+00,  4.1376185e+00],
      dtype=float32), 7, 'disgust']"
1232,"[array([-6.4175934e+02,  8.9266235e+01, -1.0318226e+01,  1.9333035e+01,
        1.0517725e+01, -2.9911711e+00, -3.8359716e+00, -6.0501724e-01,
       -8.3098488e+00,  8.5442030e-01, -2.6628237e+00, -5.1111465e+00,
       -2.9792054e+00,  2.2548463e+00, -2.8284099e+00, -7.4686563e-01,
        1.6961173e+00, -2.9841123e+00, -4.3607321e+00, -3.1929510e+00,
       -2.6351798e+00, -1.9450144e+00, -5.9695249e+00, -1.2761736e+00,
       -1.7177523e+00, -1.5687027e+00, -3.7208736e+00, -5.4460847e-01,
       -2.8691618e+00, -1.9427021e+00, -2.3720925e+00, -1.0621008e+00,
       -1.4691919e+00, -1.3465346e+00, -2.2230949e+00, -1.1581038e+00,
       -1.5451597e+00, -2.9933660e+00, -2.9513910e+00, -2.8222988e+00],
      dtype=float32), 7, 'disgust']"
1233,"[array([-4.5479263e+02,  5.7344219e+01, -2.6674839e+01, -1.0759784e+00,
       -1.1568183e+01, -8.1377344e+00, -1.6263723e+01, -1.5776273e+01,
       -1.4891065e+01,  5.9647169e+00, -1.7062765e+01, -3.2898095e+00,
       -6.2507334e+00, -4.7518277e+00, -4.7426939e+00, -5.1753750e+00,
       -5.7837729e+00, -1.2415549e+00, -3.2461512e+00, -7.1980041e-01,
       -8.9272904e-01,  5.4058576e+00, -2.2047894e-01,  6.7591867e+00,
        6.7088385e+00,  7.4231133e+00,  4.2815127e+00,  2.9680359e+00,
        8.6544073e-01,  1.4103644e+00,  3.7207279e+00,  1.9318336e+00,
        7.1374714e-01,  2.2682579e+00, -3.7574843e-02,  3.6223097e+00,
       -1.5509580e-01,  2.9578352e+00,  8.4202051e-01, -5.4163581e-01],
      dtype=float32), 7, 'disgust']"
1234,"[array([-5.4415259e+02,  5.6193020e+01,  6.8285918e+00,  1.3245718e+01,
       -6.9708638e+00,  5.0217147e+00, -4.0798340e+00,  9.4035608e-01,
       -8.7162075e+00,  1.4030489e+00, -7.3602742e-01, -4.7284779e-01,
       -7.0562010e+00,  1.8332724e-02, -3.3598268e+00, -3.6938658e+00,
       -3.0796797e+00, -1.0533218e-01, -3.6099267e+00, -1.5231540e+00,
       -6.1928968e+00, -3.4297723e-01, -3.5058570e+00, -2.3021002e+00,
       -2.6866949e+00, -1.3499997e+00, -5.5476952e+00, -1.8384897e+00,
       -3.4802105e+00, -9.7216672e-01, -1.7285403e+00, -5.6400454e-01,
       -2.7390490e+00, -1.8185576e+00, -2.2534952e+00, -3.6682159e-01,
        1.4058831e+00,  2.2748437e+00,  9.3730229e-01,  1.2296882e+00],
      dtype=float32), 7, 'disgust']"
1235,"[array([-5.2955188e+02,  4.4608658e+01, -1.5905993e+01,  3.1976371e+00,
       -7.2509689e+00, -4.2141433e+00, -1.1499504e+01, -1.0882292e+01,
       -1.5544550e+01,  3.7342551e+00, -1.5966482e+01,  2.5442467e+00,
       -1.3572547e+01, -3.2548132e+00, -3.1013854e+00, -7.2490468e+00,
       -6.2838864e+00, -1.4505626e+00, -8.4313059e+00, -3.2851136e+00,
       -1.8606933e+00,  2.2724876e+00,  6.2660384e-01,  2.6018600e+00,
        3.1060511e-01,  2.5647366e+00, -1.7882708e+00,  3.3262436e+00,
        4.7531474e-01,  6.5226746e+00,  6.5960965e+00,  6.9174676e+00,
        6.8253417e+00,  5.4346619e+00,  1.4578270e+00, -1.1442293e-01,
        1.1535758e+00,  2.7904339e+00,  1.0696970e+00, -1.2835249e-01],
      dtype=float32), 7, 'disgust']"
1236,"[array([-6.6140271e+02,  7.0416870e+01,  1.3789718e+00,  1.3084684e+01,
        4.6500802e-01,  4.1281958e+00, -6.2495594e+00, -3.1290317e-01,
       -7.3076744e+00,  1.1741191e+00,  7.5371855e-01, -8.7784481e-01,
        2.6692989e+00,  1.1241595e+00, -2.1686680e+00,  2.5152721e+00,
       -4.4903655e+00,  4.6862239e-01,  4.1920877e-01,  6.0245746e-01,
       -2.5116630e+00,  2.6067849e-02, -2.2961626e+00, -1.2934003e+00,
       -1.2240589e+00, -2.9002926e-01, -6.0334876e-03,  5.9603520e-02,
        4.9047217e-01, -3.3865800e-01,  2.1472967e-01,  2.9133579e-01,
       -8.3968467e-01, -2.0891336e-01, -5.6687319e-01,  2.4415798e-01,
       -8.8952875e-01, -1.2472903e+00, -1.3965051e+00, -1.4117513e+00],
      dtype=float32), 7, 'disgust']"
1237,"[array([-5.88413513e+02,  3.88392105e+01, -1.26836767e+01,  3.36451578e+00,
       -1.81789608e+01, -6.93809843e+00, -1.72625847e+01, -1.60629101e+01,
       -7.96891356e+00, -5.62572050e+00, -9.26713753e+00, -2.70751398e-02,
       -1.13668108e+01, -1.05920605e-01, -8.38791752e+00, -5.35158348e+00,
       -6.68874359e+00, -4.62470293e+00, -8.67602348e+00, -3.49305677e+00,
       -3.61714697e+00,  1.71073127e+00,  1.28303850e+00,  4.33365965e+00,
        2.51882458e+00,  5.17178011e+00,  3.98189116e+00,  4.00009871e+00,
        3.33684754e+00,  2.35268259e+00,  6.37519658e-02,  2.13046610e-01,
       -2.65810817e-01,  5.81589401e-01, -4.31107908e-01,  1.58971608e-01,
       -6.87145233e-01, -1.78550613e+00, -2.07515669e+00, -1.04728675e+00],
      dtype=float32), 7, 'disgust']"
1238,"[array([-556.1866    ,   63.398426  ,   -7.5351987 ,   14.592493  ,
          8.701838  ,    3.9244287 ,   -5.859252  ,   -1.5137984 ,
         -5.679106  ,    7.4053044 ,   -7.2063527 ,    5.192772  ,
         -3.043157  ,    1.2835156 ,    1.7362858 ,    2.445025  ,
         -6.8124046 ,    3.5069816 ,   -2.8479216 ,   -0.8855958 ,
         -4.6518736 ,    1.8342092 ,   -2.464184  ,    0.586899  ,
         -2.6532707 ,    1.4764526 ,    0.843316  ,    3.6983302 ,
         -0.71503663,    3.8637068 ,    4.6718287 ,    5.9077826 ,
          5.07828   ,    2.7449276 ,    1.4820124 ,    2.7274282 ,
          2.6688485 ,    1.9122919 ,    2.300796  ,    1.4798125 ],
      dtype=float32), 7, 'disgust']"
1239,"[array([-5.5024902e+02,  4.1340061e+01, -3.6180365e+00,  8.8055000e+00,
       -7.2645006e+00, -9.0141878e+00, -1.3378314e+01, -5.1361341e+00,
       -1.1607167e+01,  1.9971377e+00, -1.1716857e+01, -2.3328860e+00,
       -3.9691081e+00, -3.9485998e+00, -6.0196624e+00, -5.2597213e+00,
       -4.4753914e+00, -2.9722376e+00, -6.4307895e+00, -2.7331140e+00,
       -5.4262042e+00, -4.0855269e+00, -4.2807999e+00, -1.6812925e+00,
       -4.6172361e+00, -1.6446847e+00,  1.1126875e-02,  2.0417466e+00,
        3.9963655e+00,  4.7327662e+00,  4.3702149e+00,  4.7463841e+00,
        1.4948328e+00,  1.2999862e+00,  1.4888409e+00,  3.5059619e+00,
        2.6108301e+00,  2.3969634e+00,  6.7143315e-01, -1.1973807e-01],
      dtype=float32), 7, 'disgust']"
1240,"[array([-5.4561560e+02,  4.3093967e+01,  5.8806930e+00,  1.4029819e+01,
        7.2360259e-01,  1.0339930e+01, -5.8169584e+00, -1.9931206e+00,
       -8.9073706e+00,  8.4634943e+00, -5.6743803e+00,  2.0729640e-02,
        6.8298537e-01, -5.4880482e-01, -1.2832079e+00,  2.5057012e-01,
       -2.7092521e+00, -1.6912707e+00, -1.2572398e+00, -7.8999257e-01,
       -4.9015222e+00,  1.4617532e+00, -3.3038599e+00,  1.5965156e-01,
        4.0580865e-02,  3.5464206e+00,  3.8542659e+00,  4.4397383e+00,
        2.7288315e+00,  3.7046561e+00,  3.0274873e+00,  2.6304939e+00,
        2.8211792e+00,  2.6966178e+00,  6.3095742e-01,  1.3022878e+00,
        1.8837456e+00,  1.1396267e+00,  2.5696445e-01,  1.7560773e-01],
      dtype=float32), 7, 'disgust']"
1241,"[array([-4.6302475e+02,  2.6345882e+01, -2.4326273e+01, -2.5440717e+00,
       -1.4126762e+01, -5.3226042e+00, -9.4876776e+00, -9.2645578e+00,
       -1.6017214e+01,  2.5540195e+00, -8.0841131e+00, -6.1534381e+00,
       -6.1384554e+00, -5.5443988e+00, -6.5533428e+00, -4.3769455e+00,
       -4.0760345e+00,  2.5645232e+00,  1.6591804e-01,  1.8917623e+00,
       -1.8759961e+00, -4.4620395e-01,  5.3254312e-01,  4.5735540e+00,
        3.2713146e+00,  7.1548975e-01, -1.1511387e+00, -4.1980049e-01,
       -1.9890970e-01, -9.5110196e-01, -2.6608849e+00, -4.8500851e-01,
        1.5228955e+00,  1.5609902e+00,  5.9632653e-01,  1.3948535e+00,
        3.3590388e-01, -4.4104627e-01, -1.5437058e+00, -7.1332133e-01],
      dtype=float32), 7, 'disgust']"
1242,"[array([-4.66028839e+02,  4.85686111e+01, -4.90826797e+00,  1.95128231e+01,
       -6.00845146e+00,  3.57749057e+00, -7.76182890e+00, -3.04262396e-02,
       -1.31106997e+01,  6.58093095e-01, -6.16286635e-01, -2.51410222e+00,
       -5.00050592e+00,  3.42542982e+00, -1.07546215e+01,  6.01349306e+00,
       -3.83889890e+00,  1.36112773e+00, -4.90391523e-01,  2.94429851e+00,
       -1.27186096e+00,  1.64698875e+00, -4.90292400e-01,  5.85138130e+00,
        6.82483852e-01,  4.27710915e+00,  3.53530943e-01,  3.98852205e+00,
        2.37501049e+00,  5.30708933e+00,  4.28912592e+00,  2.62614727e+00,
        2.02001166e+00,  7.17360020e+00,  6.33641958e+00,  4.67705965e+00,
        3.83690310e+00,  2.74982858e+00,  3.41801286e+00,  4.57766724e+00],
      dtype=float32), 7, 'disgust']"
1243,"[array([-5.4334216e+02,  3.9743252e+01, -1.6868483e+01, -2.6627922e+00,
       -1.9520195e+01, -1.4865514e+00, -1.5052642e+01, -1.0138922e+01,
       -1.7412462e+01,  9.4302416e-01, -1.1348067e+01, -5.4429593e+00,
       -1.1367714e+01, -1.9693958e+00, -1.3053519e+01, -4.6993070e+00,
       -6.6626911e+00,  3.1903355e+00, -3.4755008e+00,  5.0047536e+00,
        3.1515656e+00,  3.8240287e+00, -1.5154613e+00,  4.4436774e-01,
       -4.7099433e+00,  1.9534751e+00,  3.5664541e-01, -2.0823503e+00,
       -7.2389990e-01, -1.9413095e+00, -1.6714649e+00, -1.3153523e-01,
       -1.7441241e+00, -2.8053215e-01, -3.9188790e-01,  1.5977684e+00,
        5.6553286e-01,  1.2102056e-01, -8.3918661e-01, -1.2256445e-01],
      dtype=float32), 7, 'disgust']"
1244,"[array([-5.90712952e+02,  7.46899796e+01, -2.91916776e+00,  2.44927273e+01,
        1.07229738e+01,  2.64430237e+00, -8.80916178e-01,  1.77172244e+00,
       -1.21367788e+01,  9.40219212e+00,  1.69015872e+00,  2.90991521e+00,
       -1.47543120e+00,  7.96261883e+00, -1.36799812e+00,  2.42707992e+00,
       -4.98931599e+00,  3.19755340e+00, -3.32311702e+00,  1.45405722e+00,
       -3.93147659e+00,  1.78300512e+00, -5.39479160e+00, -1.50704241e+00,
       -1.68262589e+00, -1.62196755e+00, -8.61333251e-01,  4.69366908e-01,
        6.56435668e-01, -1.64090350e-01, -9.05542612e-01,  1.05169594e-01,
       -1.43349218e+00, -1.01085663e+00, -1.51164401e+00,  4.41140860e-01,
       -1.18928468e+00, -1.51332664e+00, -2.24145794e+00, -1.67626238e+00],
      dtype=float32), 7, 'disgust']"
1245,"[array([-5.4198615e+02,  4.4357792e+01, -1.7845890e+01,  8.4015627e+00,
       -8.7077322e+00, -8.0314512e+00, -2.0351784e+01, -5.8054109e+00,
       -1.6728498e+01,  5.1725751e-01, -7.3228207e+00, -9.5220566e+00,
       -5.0093927e+00, -6.9225192e+00, -4.6566024e+00, -5.7927179e+00,
       -9.1498337e+00, -4.6413666e-01, -9.1983814e+00, -3.7537029e+00,
       -6.7514925e+00, -5.1808147e+00, -6.7613931e+00, -4.2393193e+00,
       -5.8888106e+00, -2.5948682e+00, -2.5904055e+00, -9.7208142e-02,
        8.4090221e-01,  1.1895235e+00,  2.4277291e+00,  4.6329174e+00,
        4.5829940e+00,  8.0015173e+00,  7.5271754e+00,  5.9242082e+00,
        2.8826802e+00,  1.1980551e+00, -4.8559445e-01,  2.0634928e+00],
      dtype=float32), 7, 'disgust']"
1246,"[array([-5.8819403e+02,  4.7499027e+01, -3.5720038e+00,  9.8121090e+00,
       -8.4304136e-01,  3.6782610e+00, -9.4878979e+00, -1.5843434e+00,
       -1.6191954e+01, -2.5403993e+00, -3.7438512e+00, -4.1897264e+00,
       -6.5378318e+00, -1.1254443e+00, -6.5980935e+00,  7.4995214e-01,
       -6.8666320e+00, -1.9928579e+00, -4.7023792e+00, -2.3579750e+00,
       -6.1478739e+00, -2.4539673e+00, -3.5029824e+00, -5.3536406e+00,
       -5.4447403e+00, -2.1718068e+00, -4.3403611e+00, -1.3659422e+00,
       -2.2202611e+00, -1.5791417e+00, -1.5356281e+00, -4.8904112e-01,
       -1.1619658e+00, -3.4727219e-01, -1.6416339e+00,  9.9693365e-02,
        4.4232735e-01,  1.1906179e+00,  1.3527732e+00,  1.3749586e+00],
      dtype=float32), 7, 'disgust']"
1247,"[array([-5.1922620e+02,  3.1874136e+01, -2.2844057e+01,  3.6791115e+00,
       -1.8243387e+01, -8.0020342e+00, -2.1481359e+01, -9.9743147e+00,
       -1.1597644e+01,  4.1460314e-01, -1.0404880e+01,  6.3747913e-01,
       -8.5924950e+00, -3.3364913e+00, -6.6186290e+00, -2.7201252e+00,
       -7.5902038e+00, -3.5244410e+00, -8.5501242e+00, -4.7490315e+00,
       -6.0427322e+00, -1.7595787e+00, -2.1954305e+00,  6.1206851e+00,
        6.7598076e+00,  1.1993739e+01,  9.3336945e+00,  8.8840933e+00,
        4.4500051e+00,  6.8791181e-01,  8.4400517e-01,  3.9383316e-01,
        9.6486861e-01,  2.3191922e+00,  1.0046591e+00, -1.0584362e+00,
       -1.6571909e+00, -1.4191403e+00, -1.2759095e+00, -9.1334599e-01],
      dtype=float32), 7, 'disgust']"
1248,"[array([-6.6324512e+02,  5.6914234e+01, -4.3224244e+00,  1.2026352e+01,
        8.3921474e-01,  9.9828416e-01, -9.3763456e+00, -3.4723420e+00,
       -1.2654016e+01, -3.1982596e+00, -2.7110999e+00, -3.1153769e+00,
       -2.7654166e+00, -3.2095041e+00, -6.0492358e+00,  1.3255434e+00,
       -9.3441935e+00, -3.0059345e+00, -3.3174298e+00, -2.5816183e+00,
       -5.9071584e+00, -2.8119049e+00, -4.5839996e+00, -5.7367210e+00,
       -2.1361637e+00, -2.0200188e+00, -5.3313928e+00, -7.8977394e-01,
       -3.5684950e+00, -2.3503125e+00, -2.8646967e+00, -4.0681310e+00,
       -4.4779128e-01, -2.2606995e+00, -1.7467921e+00, -2.4158701e-01,
        8.8900685e-01, -3.8793811e-01, -1.4522170e+00, -2.1224709e+00],
      dtype=float32), 8, 'surprise']"
1249,"[array([-5.8147375e+02,  4.3365128e+01, -1.9353876e+01,  1.4791999e+01,
       -1.1855986e+01, -2.9375005e+00, -7.2678065e+00, -2.0069921e+00,
       -6.7740030e+00, -2.2724496e-01, -7.2052712e+00, -1.9466976e+00,
       -5.7743416e+00,  3.9545379e+00, -3.8749788e+00,  4.0268354e+00,
       -2.1902094e+00,  8.4431249e-01, -1.9227353e+00,  3.0741730e+00,
       -1.7718036e-01, -4.8540321e-01, -2.1823766e+00,  2.2823139e-01,
        4.0947092e-01,  1.1536794e+00,  3.9020214e+00,  2.9294839e+00,
        4.2715912e+00,  4.9833307e+00,  3.9307806e+00,  3.7654974e+00,
        7.1812850e-01,  2.0775909e+00,  2.4416304e+00,  3.7613513e+00,
        1.0601928e+00,  1.8935283e+00,  1.6744959e+00,  1.1015427e+00],
      dtype=float32), 8, 'surprise']"
